name,port,protocol
ovsessionmgr,2389,UDP
rsmtp,2390,TCP
rsmtp,2390,UDP
3com-net-mgmt,2391,TCP
3com-net-mgmt,2391,UDP
tacticalauth,2392,TCP
tacticalauth,2392,UDP
ms-olap1,2393,TCP
ms-olap1,2393,UDP
ms-olap2,2394,TCP
ms-olap2,2394,UDP
lan900-remote,2395,TCP
lan900_remote,2395,TCP
lan900-remote,2395,UDP
lan900_remote,2395,UDP
wusage,2396,TCP
wusage,2396,UDP
ncl,2397,TCP
ncl,2397,UDP
orbiter,2398,TCP
orbiter,2398,UDP
fmpro-fdal,2399,TCP
fmpro-fdal,2399,UDP
opequus-server,2400,TCP
opequus-server,2400,UDP
cvspserver,2401,TCP
cvspserver,2401,UDP
taskmaster2000,2402,TCP
taskmaster2000,2402,UDP
taskmaster2000,2403,TCP
taskmaster2000,2403,UDP
iec-104,2404,TCP
iec-104,2404,UDP
trc-netpoll,2405,TCP
trc-netpoll,2405,UDP
jediserver,2406,TCP
jediserver,2406,UDP
orion,2407,TCP
orion,2407,UDP
railgun-webaccl,2408,TCP
,2408,UDP
sns-protocol,2409,TCP
sns-protocol,2409,UDP
vrts-registry,2410,TCP
vrts-registry,2410,UDP
netwave-ap-mgmt,2411,TCP
netwave-ap-mgmt,2411,UDP
cdn,2412,TCP
cdn,2412,UDP
orion-rmi-reg,2413,TCP
orion-rmi-reg,2413,UDP
beeyond,2414,TCP
beeyond,2414,UDP
codima-rtp,2415,TCP
codima-rtp,2415,UDP
rmtserver,2416,TCP
rmtserver,2416,UDP
composit-server,2417,TCP
composit-server,2417,UDP
cas,2418,TCP
cas,2418,UDP
attachmate-s2s,2419,TCP
attachmate-s2s,2419,UDP
dslremote-mgmt,2420,TCP
dslremote-mgmt,2420,UDP
g-talk,2421,TCP
g-talk,2421,UDP
crmsbits,2422,TCP
crmsbits,2422,UDP
rnrp,2423,TCP
rnrp,2423,UDP
kofax-svr,2424,TCP
kofax-svr,2424,UDP
fjitsuappmgr,2425,TCP
fjitsuappmgr,2425,UDP
vcmp,2426,TCP
vcmp,2426,UDP
mgcp-gateway,2427,TCP
mgcp-gateway,2427,UDP
ott,2428,TCP
ott,2428,UDP
ft-role,2429,TCP
ft-role,2429,UDP
venus,2430,TCP
venus,2430,UDP
venus-se,2431,TCP
venus-se,2431,UDP
codasrv,2432,TCP
codasrv,2432,UDP
codasrv-se,2433,TCP
codasrv-se,2433,UDP
pxc-epmap,2434,TCP
pxc-epmap,2434,UDP
optilogic,2435,TCP
optilogic,2435,UDP
topx,2436,TCP
topx,2436,UDP
unicontrol,2437,TCP
unicontrol,2437,UDP
msp,2438,TCP
msp,2438,UDP
sybasedbsynch,2439,TCP
sybasedbsynch,2439,UDP
spearway,2440,TCP
spearway,2440,UDP
pvsw-inet,2441,TCP
pvsw-inet,2441,UDP
netangel,2442,TCP
netangel,2442,UDP
powerclientcsf,2443,TCP
powerclientcsf,2443,UDP
btpp2sectrans,2444,TCP
btpp2sectrans,2444,UDP
dtn1,2445,TCP
dtn1,2445,UDP
bues-service,2446,TCP
bues_service,2446,TCP
bues-service,2446,UDP
bues_service,2446,UDP
ovwdb,2447,TCP
ovwdb,2447,UDP
hpppssvr,2448,TCP
hpppssvr,2448,UDP
ratl,2449,TCP
ratl,2449,UDP
netadmin,2450,TCP
netadmin,2450,UDP
netchat,2451,TCP
netchat,2451,UDP
snifferclient,2452,TCP
snifferclient,2452,UDP
madge-ltd,2453,TCP
madge-ltd,2453,UDP
indx-dds,2454,TCP
indx-dds,2454,UDP
wago-io-system,2455,TCP
wago-io-system,2455,UDP
altav-remmgt,2456,TCP
altav-remmgt,2456,UDP
rapido-ip,2457,TCP
rapido-ip,2457,UDP
griffin,2458,TCP
griffin,2458,UDP
community,2459,TCP
community,2459,UDP
ms-theater,2460,TCP
ms-theater,2460,UDP
qadmifoper,2461,TCP
qadmifoper,2461,UDP
qadmifevent,2462,TCP
qadmifevent,2462,UDP
lsi-raid-mgmt,2463,TCP
lsi-raid-mgmt,2463,UDP
direcpc-si,2464,TCP
direcpc-si,2464,UDP
lbm,2465,TCP
lbm,2465,UDP
lbf,2466,TCP
lbf,2466,UDP
high-criteria,2467,TCP
high-criteria,2467,UDP
qip-msgd,2468,TCP
qip-msgd,2468,UDP
mti-tcs-comm,2469,TCP
mti-tcs-comm,2469,UDP
taskman-port,2470,TCP
taskman-port,2470,UDP
seaodbc,2471,TCP
seaodbc,2471,UDP
c3,2472,TCP
c3,2472,UDP
aker-cdp,2473,TCP
aker-cdp,2473,UDP
vitalanalysis,2474,TCP
vitalanalysis,2474,UDP
ace-server,2475,TCP
ace-server,2475,UDP
ace-svr-prop,2476,TCP
ace-svr-prop,2476,UDP
ssm-cvs,2477,TCP
ssm-cvs,2477,UDP
ssm-cssps,2478,TCP
ssm-cssps,2478,UDP
ssm-els,2479,TCP
ssm-els,2479,UDP
powerexchange,2480,TCP
powerexchange,2480,UDP
giop,2481,TCP
giop,2481,UDP
giop-ssl,2482,TCP
giop-ssl,2482,UDP
ttc,2483,TCP
ttc,2483,UDP
ttc-ssl,2484,TCP
ttc-ssl,2484,UDP
netobjects1,2485,TCP
netobjects1,2485,UDP
netobjects2,2486,TCP
netobjects2,2486,UDP
pns,2487,TCP
pns,2487,UDP
moy-corp,2488,TCP
moy-corp,2488,UDP
tsilb,2489,TCP
tsilb,2489,UDP
qip-qdhcp,2490,TCP
qip-qdhcp,2490,UDP
conclave-cpp,2491,TCP
conclave-cpp,2491,UDP
groove,2492,TCP
groove,2492,UDP
talarian-mqs,2493,TCP
talarian-mqs,2493,UDP
bmc-ar,2494,TCP
bmc-ar,2494,UDP
fast-rem-serv,2495,TCP
fast-rem-serv,2495,UDP
dirgis,2496,TCP
dirgis,2496,UDP
quaddb,2497,TCP
quaddb,2497,UDP
odn-castraq,2498,TCP
odn-castraq,2498,UDP
unicontrol,2499,TCP
unicontrol,2499,UDP
rtsserv,2500,TCP
rtsserv,2500,UDP
rtsclient,2501,TCP
rtsclient,2501,UDP
kentrox-prot,2502,TCP
kentrox-prot,2502,UDP
nms-dpnss,2503,TCP
nms-dpnss,2503,UDP
wlbs,2504,TCP
wlbs,2504,UDP
ppcontrol,2505,TCP
ppcontrol,2505,UDP
jbroker,2506,TCP
jbroker,2506,UDP
spock,2507,TCP
spock,2507,UDP
jdatastore,2508,TCP
jdatastore,2508,UDP
fjmpss,2509,TCP
fjmpss,2509,UDP
fjappmgrbulk,2510,TCP
fjappmgrbulk,2510,UDP
metastorm,2511,TCP
metastorm,2511,UDP
citrixima,2512,TCP
citrixima,2512,UDP
citrixadmin,2513,TCP
citrixadmin,2513,UDP
facsys-ntp,2514,TCP
facsys-ntp,2514,UDP
facsys-router,2515,TCP
facsys-router,2515,UDP
maincontrol,2516,TCP
maincontrol,2516,UDP
call-sig-trans,2517,TCP
call-sig-trans,2517,UDP
willy,2518,TCP
willy,2518,UDP
globmsgsvc,2519,TCP
globmsgsvc,2519,UDP
pvsw,2520,TCP
pvsw,2520,UDP
adaptecmgr,2521,TCP
adaptecmgr,2521,UDP
windb,2522,TCP
windb,2522,UDP
qke-llc-v3,2523,TCP
qke-llc-v3,2523,UDP
optiwave-lm,2524,TCP
optiwave-lm,2524,UDP
ms-v-worlds,2525,TCP
ms-v-worlds,2525,UDP
ema-sent-lm,2526,TCP
ema-sent-lm,2526,UDP
iqserver,2527,TCP
iqserver,2527,UDP
ncr-ccl,2528,TCP
ncr_ccl,2528,TCP
ncr-ccl,2528,UDP
ncr_ccl,2528,UDP
utsftp,2529,TCP
utsftp,2529,UDP
vrcommerce,2530,TCP
vrcommerce,2530,UDP
ito-e-gui,2531,TCP
ito-e-gui,2531,UDP
ovtopmd,2532,TCP
ovtopmd,2532,UDP
snifferserver,2533,TCP
snifferserver,2533,UDP
combox-web-acc,2534,TCP
combox-web-acc,2534,UDP
madcap,2535,TCP
madcap,2535,UDP
btpp2audctr1,2536,TCP
btpp2audctr1,2536,UDP
upgrade,2537,TCP
upgrade,2537,UDP
vnwk-prapi,2538,TCP
vnwk-prapi,2538,UDP
vsiadmin,2539,TCP
vsiadmin,2539,UDP
lonworks,2540,TCP
lonworks,2540,UDP
lonworks2,2541,TCP
lonworks2,2541,UDP
udrawgraph,2542,TCP
udrawgraph,2542,UDP
reftek,2543,TCP
reftek,2543,UDP
novell-zen,2544,TCP
novell-zen,2544,UDP
sis-emt,2545,TCP
sis-emt,2545,UDP
vytalvaultbrtp,2546,TCP
vytalvaultbrtp,2546,UDP
vytalvaultvsmp,2547,TCP
vytalvaultvsmp,2547,UDP
vytalvaultpipe,2548,TCP
vytalvaultpipe,2548,UDP
ipass,2549,TCP
ipass,2549,UDP
ads,2550,TCP
ads,2550,UDP
isg-uda-server,2551,TCP
isg-uda-server,2551,UDP
call-logging,2552,TCP
call-logging,2552,UDP
efidiningport,2553,TCP
efidiningport,2553,UDP
vcnet-link-v10,2554,TCP
vcnet-link-v10,2554,UDP
compaq-wcp,2555,TCP
compaq-wcp,2555,UDP
nicetec-nmsvc,2556,TCP
nicetec-nmsvc,2556,UDP
nicetec-mgmt,2557,TCP
nicetec-mgmt,2557,UDP
pclemultimedia,2558,TCP
pclemultimedia,2558,UDP
lstp,2559,TCP
lstp,2559,UDP
labrat,2560,TCP
labrat,2560,UDP
mosaixcc,2561,TCP
mosaixcc,2561,UDP
delibo,2562,TCP
delibo,2562,UDP
cti-redwood,2563,TCP
cti-redwood,2563,UDP
hp-3000-telnet,2564,TCP
hp-3000-telnet,2564,UDP
coord-svr,2565,TCP
coord-svr,2565,UDP
pcs-pcw,2566,TCP
pcs-pcw,2566,UDP
clp,2567,TCP
clp,2567,UDP
spamtrap,2568,TCP
spamtrap,2568,UDP
sonuscallsig,2569,TCP
sonuscallsig,2569,UDP
hs-port,2570,TCP
hs-port,2570,UDP
cecsvc,2571,TCP
cecsvc,2571,UDP
ibp,2572,TCP
ibp,2572,UDP
trustestablish,2573,TCP
trustestablish,2573,UDP
blockade-bpsp,2574,TCP
blockade-bpsp,2574,UDP
hl7,2575,TCP
hl7,2575,UDP
tclprodebugger,2576,TCP
tclprodebugger,2576,UDP
scipticslsrvr,2577,TCP
scipticslsrvr,2577,UDP
rvs-isdn-dcp,2578,TCP
rvs-isdn-dcp,2578,UDP
mpfoncl,2579,TCP
mpfoncl,2579,UDP
tributary,2580,TCP
tributary,2580,UDP
argis-te,2581,TCP
argis-te,2581,UDP
argis-ds,2582,TCP
argis-ds,2582,UDP
mon,2583,TCP
mon,2583,UDP
cyaserv,2584,TCP
cyaserv,2584,UDP
netx-server,2585,TCP
netx-server,2585,UDP
netx-agent,2586,TCP
netx-agent,2586,UDP
masc,2587,TCP
masc,2587,UDP
privilege,2588,TCP
privilege,2588,UDP
quartus-tcl,2589,TCP
quartus-tcl,2589,UDP
idotdist,2590,TCP
idotdist,2590,UDP
maytagshuffle,2591,TCP
maytagshuffle,2591,UDP
netrek,2592,TCP
netrek,2592,UDP
mns-mail,2593,TCP
mns-mail,2593,UDP
dts,2594,TCP
dts,2594,UDP
worldfusion1,2595,TCP
worldfusion1,2595,UDP
worldfusion2,2596,TCP
worldfusion2,2596,UDP
homesteadglory,2597,TCP
homesteadglory,2597,UDP
citriximaclient,2598,TCP
citriximaclient,2598,UDP
snapd,2599,TCP
snapd,2599,UDP
hpstgmgr,2600,TCP
hpstgmgr,2600,UDP
discp-client,2601,TCP
discp-client,2601,UDP
discp-server,2602,TCP
discp-server,2602,UDP
servicemeter,2603,TCP
servicemeter,2603,UDP
nsc-ccs,2604,TCP
nsc-ccs,2604,UDP
nsc-posa,2605,TCP
nsc-posa,2605,UDP
netmon,2606,TCP
netmon,2606,UDP
connection,2607,TCP
connection,2607,UDP
wag-service,2608,TCP
wag-service,2608,UDP
system-monitor,2609,TCP
system-monitor,2609,UDP
versa-tek,2610,TCP
versa-tek,2610,UDP
lionhead,2611,TCP
lionhead,2611,UDP
qpasa-agent,2612,TCP
qpasa-agent,2612,UDP
smntubootstrap,2613,TCP
smntubootstrap,2613,UDP
neveroffline,2614,TCP
neveroffline,2614,UDP
firepower,2615,TCP
firepower,2615,UDP
appswitch-emp,2616,TCP
appswitch-emp,2616,UDP
cmadmin,2617,TCP
cmadmin,2617,UDP
priority-e-com,2618,TCP
priority-e-com,2618,UDP
bruce,2619,TCP
bruce,2619,UDP
lpsrecommender,2620,TCP
lpsrecommender,2620,UDP
miles-apart,2621,TCP
miles-apart,2621,UDP
metricadbc,2622,TCP
metricadbc,2622,UDP
lmdp,2623,TCP
lmdp,2623,UDP
aria,2624,TCP
aria,2624,UDP
blwnkl-port,2625,TCP
blwnkl-port,2625,UDP
gbjd816,2626,TCP
gbjd816,2626,UDP
moshebeeri,2627,TCP
moshebeeri,2627,UDP
dict,2628,TCP
dict,2628,UDP
sitaraserver,2629,TCP
sitaraserver,2629,UDP
sitaramgmt,2630,TCP
sitaramgmt,2630,UDP
sitaradir,2631,TCP
sitaradir,2631,UDP
irdg-post,2632,TCP
irdg-post,2632,UDP
interintelli,2633,TCP
interintelli,2633,UDP
pk-electronics,2634,TCP
pk-electronics,2634,UDP
backburner,2635,TCP
backburner,2635,UDP
solve,2636,TCP
solve,2636,UDP
imdocsvc,2637,TCP
imdocsvc,2637,UDP
sybaseanywhere,2638,TCP
sybaseanywhere,2638,UDP
aminet,2639,TCP
aminet,2639,UDP
ami-control,2640,TCP
ami-control,2640,UDP
hdl-srv,2641,TCP
hdl-srv,2641,UDP
tragic,2642,TCP
tragic,2642,UDP
gte-samp,2643,TCP
gte-samp,2643,UDP
travsoft-ipx-t,2644,TCP
travsoft-ipx-t,2644,UDP
novell-ipx-cmd,2645,TCP
novell-ipx-cmd,2645,UDP
and-lm,2646,TCP
and-lm,2646,UDP
syncserver,2647,TCP
syncserver,2647,UDP
upsnotifyprot,2648,TCP
upsnotifyprot,2648,UDP
vpsipport,2649,TCP
vpsipport,2649,UDP
eristwoguns,2650,TCP
eristwoguns,2650,UDP
ebinsite,2651,TCP
ebinsite,2651,UDP
interpathpanel,2652,TCP
interpathpanel,2652,UDP
sonus,2653,TCP
sonus,2653,UDP
corel-vncadmin,2654,TCP
corel_vncadmin,2654,TCP
corel-vncadmin,2654,UDP
corel_vncadmin,2654,UDP
unglue,2655,TCP
unglue,2655,UDP
kana,2656,TCP
kana,2656,UDP
sns-dispatcher,2657,TCP
sns-dispatcher,2657,UDP
sns-admin,2658,TCP
sns-admin,2658,UDP
sns-query,2659,TCP
sns-query,2659,UDP
gcmonitor,2660,TCP
gcmonitor,2660,UDP
olhost,2661,TCP
olhost,2661,UDP
bintec-capi,2662,TCP
bintec-capi,2662,UDP
bintec-tapi,2663,TCP
bintec-tapi,2663,UDP
patrol-mq-gm,2664,TCP
patrol-mq-gm,2664,UDP
patrol-mq-nm,2665,TCP
patrol-mq-nm,2665,UDP
extensis,2666,TCP
extensis,2666,UDP
alarm-clock-s,2667,TCP
alarm-clock-s,2667,UDP
alarm-clock-c,2668,TCP
alarm-clock-c,2668,UDP
toad,2669,TCP
toad,2669,UDP
tve-announce,2670,TCP
tve-announce,2670,UDP
newlixreg,2671,TCP
newlixreg,2671,UDP
nhserver,2672,TCP
nhserver,2672,UDP
firstcall42,2673,TCP
firstcall42,2673,UDP
ewnn,2674,TCP
ewnn,2674,UDP
ttc-etap,2675,TCP
ttc-etap,2675,UDP
simslink,2676,TCP
simslink,2676,UDP
gadgetgate1way,2677,TCP
gadgetgate1way,2677,UDP
gadgetgate2way,2678,TCP
gadgetgate2way,2678,UDP
syncserverssl,2679,TCP
syncserverssl,2679,UDP
pxc-sapxom,2680,TCP
pxc-sapxom,2680,UDP
mpnjsomb,2681,TCP
mpnjsomb,2681,UDP
ncdloadbalance,2683,TCP
ncdloadbalance,2683,UDP
mpnjsosv,2684,TCP
mpnjsosv,2684,UDP
mpnjsocl,2685,TCP
mpnjsocl,2685,UDP
mpnjsomg,2686,TCP
mpnjsomg,2686,UDP
pq-lic-mgmt,2687,TCP
pq-lic-mgmt,2687,UDP
md-cg-http,2688,TCP
md-cg-http,2688,UDP
fastlynx,2689,TCP
fastlynx,2689,UDP
hp-nnm-data,2690,TCP
hp-nnm-data,2690,UDP
itinternet,2691,TCP
itinternet,2691,UDP
admins-lms,2692,TCP
admins-lms,2692,UDP
,2693,TCP
,2693,UDP
pwrsevent,2694,TCP
pwrsevent,2694,UDP
vspread,2695,TCP
vspread,2695,UDP
unifyadmin,2696,TCP
unifyadmin,2696,UDP
oce-snmp-trap,2697,TCP
oce-snmp-trap,2697,UDP
mck-ivpip,2698,TCP
mck-ivpip,2698,UDP
csoft-plusclnt,2699,TCP
csoft-plusclnt,2699,UDP
tqdata,2700,TCP
tqdata,2700,UDP
sms-rcinfo,2701,TCP
sms-rcinfo,2701,UDP
sms-xfer,2702,TCP
sms-xfer,2702,UDP
sms-chat,2703,TCP
sms-chat,2703,UDP
sms-remctrl,2704,TCP
sms-remctrl,2704,UDP
sds-admin,2705,TCP
sds-admin,2705,UDP
ncdmirroring,2706,TCP
ncdmirroring,2706,UDP
emcsymapiport,2707,TCP
emcsymapiport,2707,UDP
banyan-net,2708,TCP
banyan-net,2708,UDP
supermon,2709,TCP
supermon,2709,UDP
sso-service,2710,TCP
sso-service,2710,UDP
sso-control,2711,TCP
sso-control,2711,UDP
aocp,2712,TCP
aocp,2712,UDP
raventbs,2713,TCP
raventbs,2713,UDP
raventdm,2714,TCP
raventdm,2714,UDP
hpstgmgr2,2715,TCP
hpstgmgr2,2715,UDP
inova-ip-disco,2716,TCP
inova-ip-disco,2716,UDP
pn-requester,2717,TCP
pn-requester,2717,UDP
pn-requester2,2718,TCP
pn-requester2,2718,UDP
scan-change,2719,TCP
scan-change,2719,UDP
wkars,2720,TCP
wkars,2720,UDP
smart-diagnose,2721,TCP
smart-diagnose,2721,UDP
proactivesrvr,2722,TCP
proactivesrvr,2722,UDP
watchdog-nt,2723,TCP
watchdog-nt,2723,UDP
qotps,2724,TCP
qotps,2724,UDP
msolap-ptp2,2725,TCP
msolap-ptp2,2725,UDP
tams,2726,TCP
tams,2726,UDP
mgcp-callagent,2727,TCP
mgcp-callagent,2727,UDP
sqdr,2728,TCP
sqdr,2728,UDP
tcim-control,2729,TCP
tcim-control,2729,UDP
nec-raidplus,2730,TCP
nec-raidplus,2730,UDP
fyre-messanger,2731,TCP
fyre-messanger,2731,UDP
g5m,2732,TCP
g5m,2732,UDP
signet-ctf,2733,TCP
signet-ctf,2733,UDP
ccs-software,2734,TCP
ccs-software,2734,UDP
netiq-mc,2735,TCP
netiq-mc,2735,UDP
radwiz-nms-srv,2736,TCP
radwiz-nms-srv,2736,UDP
srp-feedback,2737,TCP
srp-feedback,2737,UDP
ndl-tcp-ois-gw,2738,TCP
ndl-tcp-ois-gw,2738,UDP
tn-timing,2739,TCP
tn-timing,2739,UDP
alarm,2740,TCP
alarm,2740,UDP
tsb,2741,TCP
tsb,2741,UDP
tsb2,2742,TCP
tsb2,2742,UDP
murx,2743,TCP
murx,2743,UDP
honyaku,2744,TCP
honyaku,2744,UDP
urbisnet,2745,TCP
urbisnet,2745,UDP
cpudpencap,2746,TCP
cpudpencap,2746,UDP
fjippol-swrly,2747,TCP
fjippol-swrly,2747,UDP
fjippol-polsvr,2748,TCP
fjippol-polsvr,2748,UDP
fjippol-cnsl,2749,TCP
fjippol-cnsl,2749,UDP
fjippol-port1,2750,TCP
fjippol-port1,2750,UDP
fjippol-port2,2751,TCP
fjippol-port2,2751,UDP
rsisysaccess,2752,TCP
rsisysaccess,2752,UDP
de-spot,2753,TCP
de-spot,2753,UDP
apollo-cc,2754,TCP
apollo-cc,2754,UDP
expresspay,2755,TCP
expresspay,2755,UDP
simplement-tie,2756,TCP
simplement-tie,2756,UDP
cnrp,2757,TCP
cnrp,2757,UDP
apollo-status,2758,TCP
apollo-status,2758,UDP
apollo-gms,2759,TCP
apollo-gms,2759,UDP
sabams,2760,TCP
sabams,2760,UDP
dicom-iscl,2761,TCP
dicom-iscl,2761,UDP
dicom-tls,2762,TCP
dicom-tls,2762,UDP
desktop-dna,2763,TCP
desktop-dna,2763,UDP
data-insurance,2764,TCP
data-insurance,2764,UDP
qip-audup,2765,TCP
qip-audup,2765,UDP
compaq-scp,2766,TCP
compaq-scp,2766,UDP
uadtc,2767,TCP
uadtc,2767,UDP
uacs,2768,TCP
uacs,2768,UDP
exce,2769,TCP
exce,2769,UDP
veronica,2770,TCP
veronica,2770,UDP
vergencecm,2771,TCP
vergencecm,2771,UDP
auris,2772,TCP
auris,2772,UDP
rbakcup1,2773,TCP
rbakcup1,2773,UDP
rbakcup2,2774,TCP
rbakcup2,2774,UDP
smpp,2775,TCP
smpp,2775,UDP
ridgeway1,2776,TCP
ridgeway1,2776,UDP
ridgeway2,2777,TCP
ridgeway2,2777,UDP
gwen-sonya,2778,TCP
gwen-sonya,2778,UDP
lbc-sync,2779,TCP
lbc-sync,2779,UDP
lbc-control,2780,TCP
lbc-control,2780,UDP
whosells,2781,TCP
whosells,2781,UDP
everydayrc,2782,TCP
everydayrc,2782,UDP
aises,2783,TCP
aises,2783,UDP
www-dev,2784,TCP
www-dev,2784,UDP
aic-np,2785,TCP
aic-np,2785,UDP
aic-oncrpc,2786,TCP
aic-oncrpc,2786,UDP
piccolo,2787,TCP
piccolo,2787,UDP
fryeserv,2788,TCP
fryeserv,2788,UDP
media-agent,2789,TCP
media-agent,2789,UDP
plgproxy,2790,TCP
plgproxy,2790,UDP
mtport-regist,2791,TCP
mtport-regist,2791,UDP
f5-globalsite,2792,TCP
f5-globalsite,2792,UDP
initlsmsad,2793,TCP
initlsmsad,2793,UDP
livestats,2795,TCP
livestats,2795,UDP
ac-tech,2796,TCP
ac-tech,2796,UDP
esp-encap,2797,TCP
esp-encap,2797,UDP
tmesis-upshot,2798,TCP
tmesis-upshot,2798,UDP
icon-discover,2799,TCP
icon-discover,2799,UDP
acc-raid,2800,TCP
acc-raid,2800,UDP
igcp,2801,TCP
igcp,2801,UDP
veritas-tcp1,2802,TCP
veritas-udp1,2802,UDP
btprjctrl,2803,TCP
btprjctrl,2803,UDP
dvr-esm,2804,TCP
dvr-esm,2804,UDP
wta-wsp-s,2805,TCP
wta-wsp-s,2805,UDP
cspuni,2806,TCP
cspuni,2806,UDP
cspmulti,2807,TCP
cspmulti,2807,UDP
j-lan-p,2808,TCP
j-lan-p,2808,UDP
corbaloc,2809,TCP
corbaloc,2809,UDP
netsteward,2810,TCP
netsteward,2810,UDP
gsiftp,2811,TCP
gsiftp,2811,UDP
atmtcp,2812,TCP
atmtcp,2812,UDP
llm-pass,2813,TCP
llm-pass,2813,UDP
llm-csv,2814,TCP
llm-csv,2814,UDP
lbc-measure,2815,TCP
lbc-measure,2815,UDP
lbc-watchdog,2816,TCP
lbc-watchdog,2816,UDP
nmsigport,2817,TCP
nmsigport,2817,UDP
rmlnk,2818,TCP
rmlnk,2818,UDP
fc-faultnotify,2819,TCP
fc-faultnotify,2819,UDP
univision,2820,TCP
univision,2820,UDP
vrts-at-port,2821,TCP
vrts-at-port,2821,UDP
ka0wuc,2822,TCP
ka0wuc,2822,UDP
cqg-netlan,2823,TCP
cqg-netlan,2823,UDP
cqg-netlan-1,2824,TCP
cqg-netlan-1,2824,UDP
slc-systemlog,2826,TCP
slc-systemlog,2826,UDP
slc-ctrlrloops,2827,TCP
slc-ctrlrloops,2827,UDP
itm-lm,2828,TCP
itm-lm,2828,UDP
silkp1,2829,TCP
silkp1,2829,UDP
silkp2,2830,TCP
silkp2,2830,UDP
silkp3,2831,TCP
silkp3,2831,UDP
silkp4,2832,TCP
silkp4,2832,UDP
glishd,2833,TCP
glishd,2833,UDP
evtp,2834,TCP
evtp,2834,UDP
evtp-data,2835,TCP
evtp-data,2835,UDP
catalyst,2836,TCP
catalyst,2836,UDP
repliweb,2837,TCP
repliweb,2837,UDP
starbot,2838,TCP
starbot,2838,UDP
nmsigport,2839,TCP
nmsigport,2839,UDP
l3-exprt,2840,TCP
l3-exprt,2840,UDP
l3-ranger,2841,TCP
l3-ranger,2841,UDP
l3-hawk,2842,TCP
l3-hawk,2842,UDP
pdnet,2843,TCP
pdnet,2843,UDP
bpcp-poll,2844,TCP
bpcp-poll,2844,UDP
bpcp-trap,2845,TCP
bpcp-trap,2845,UDP
aimpp-hello,2846,TCP
aimpp-hello,2846,UDP
aimpp-port-req,2847,TCP
aimpp-port-req,2847,UDP
amt-blc-port,2848,TCP
amt-blc-port,2848,UDP
fxp,2849,TCP
fxp,2849,UDP
metaconsole,2850,TCP
metaconsole,2850,UDP
webemshttp,2851,TCP
webemshttp,2851,UDP
bears-01,2852,TCP
bears-01,2852,UDP
ispipes,2853,TCP
ispipes,2853,UDP
infomover,2854,TCP
infomover,2854,UDP
msrp,2855,TCP
,2855,UDP
cesdinv,2856,TCP
cesdinv,2856,UDP
simctlp,2857,TCP
simctlp,2857,UDP
ecnp,2858,TCP
ecnp,2858,UDP
activememory,2859,TCP
activememory,2859,UDP
dialpad-voice1,2860,TCP
dialpad-voice1,2860,UDP
dialpad-voice2,2861,TCP
dialpad-voice2,2861,UDP
ttg-protocol,2862,TCP
ttg-protocol,2862,UDP
sonardata,2863,TCP
sonardata,2863,UDP
astromed-main,2864,TCP
astromed-main,2864,UDP
pit-vpn,2865,TCP
pit-vpn,2865,UDP
iwlistener,2866,TCP
iwlistener,2866,UDP
esps-portal,2867,TCP
esps-portal,2867,UDP
npep-messaging,2868,TCP
npep-messaging,2868,UDP
icslap,2869,TCP
icslap,2869,UDP
daishi,2870,TCP
daishi,2870,UDP
msi-selectplay,2871,TCP
msi-selectplay,2871,UDP
radix,2872,TCP
radix,2872,UDP
dxmessagebase1,2874,TCP
dxmessagebase1,2874,UDP
dxmessagebase2,2875,TCP
dxmessagebase2,2875,UDP
sps-tunnel,2876,TCP
sps-tunnel,2876,UDP
bluelance,2877,TCP
bluelance,2877,UDP
aap,2878,TCP
aap,2878,UDP
ucentric-ds,2879,TCP
ucentric-ds,2879,UDP
synapse,2880,TCP
synapse,2880,UDP
ndsp,2881,TCP
ndsp,2881,UDP
ndtp,2882,TCP
ndtp,2882,UDP
ndnp,2883,TCP
ndnp,2883,UDP
flashmsg,2884,TCP
flashmsg,2884,UDP
topflow,2885,TCP
topflow,2885,UDP
responselogic,2886,TCP
responselogic,2886,UDP
aironetddp,2887,TCP
aironetddp,2887,UDP
spcsdlobby,2888,TCP
spcsdlobby,2888,UDP
rsom,2889,TCP
rsom,2889,UDP
cspclmulti,2890,TCP
cspclmulti,2890,UDP
cinegrfx-elmd,2891,TCP
cinegrfx-elmd,2891,UDP
snifferdata,2892,TCP
snifferdata,2892,UDP
vseconnector,2893,TCP
vseconnector,2893,UDP
abacus-remote,2894,TCP
abacus-remote,2894,UDP
natuslink,2895,TCP
natuslink,2895,UDP
ecovisiong6-1,2896,TCP
ecovisiong6-1,2896,UDP
citrix-rtmp,2897,TCP
citrix-rtmp,2897,UDP
appliance-cfg,2898,TCP
appliance-cfg,2898,UDP
powergemplus,2899,TCP
powergemplus,2899,UDP
quicksuite,2900,TCP
quicksuite,2900,UDP
allstorcns,2901,TCP
allstorcns,2901,UDP
netaspi,2902,TCP
netaspi,2902,UDP
suitcase,2903,TCP
suitcase,2903,UDP
m2ua,2904,TCP
m2ua,2904,UDP
m2ua,2904,SCTP
m3ua,2905,TCP
,2905,UDP
m3ua,2905,SCTP
caller9,2906,TCP
caller9,2906,UDP
webmethods-b2b,2907,TCP
webmethods-b2b,2907,UDP
mao,2908,TCP
mao,2908,UDP
funk-dialout,2909,TCP
funk-dialout,2909,UDP
tdaccess,2910,TCP
tdaccess,2910,UDP
blockade,2911,TCP
blockade,2911,UDP
epicon,2912,TCP
